Cloud_Top_Height,Cloud_Base_Height,Lightning_Count,Optical_Thickness,Vertical_Development,Cloud_Movement,Rainfall,Humidity,Temperature,Pressure,Wind_Direction_Change,Updraft_Winds,cloud_burst,source_type
18435.432121325586,5139.88590983402,120.81005917414655,97.50496917586958,41.0,3.1051530779954994,113.86,101.07218176834093,2.46,857.4849203566122,123.95259779684059,65.08570064229272,1,actual_based
15626.998490796339,2830.3718062388,178.27404195032517,104.0,41.0,5.962142339848039,151.74721152401358,99.70350319464013,2.46,801.1375684509645,82.93916874112045,71.0,1,actual_based
16884.519423131795,3759.229825868172,165.5346988212043,67.42825895771259,41.0,3.1,113.86,96.78121647541857,5.136020644572687,855.2345492671659,131.06027341244777,66.16575610779722,1,actual_based
18818.099885446263,5383.291866652844,145.9114850441997,104.0,41.0,3.1,194.85352014539794,97.12760283335503,2.46,843.5085204486935,86.5752914418304,70.13407080436485,1,actual_based
14700.42007618262,5465.188475364921,135.15293917554152,104.0,41.0,5.689788630641813,194.21045917252337,102.0,4.390224815803023,830.7738430736283,146.26226371949755,66.51214015962938,1,actual_based
16556.71199430469,5196.3419339476495,200.64722778144727,94.5984033319413,41.0,6.152810442016447,175.2653793144146,98.41334735961256,6.64601381251583,831.4301872745027,118.87705715959396,71.0,1,actual_based
15432.706260641422,3899.2562214765185,135.0052863618599,82.78953974623015,41.0,3.1,113.86,94.93221324651189,2.9950683943280154,824.0090964490096,93.76194334986027,71.0,1,actual_based
17630.456668613308,4231.004655243723,155.19465354065818,100.45801371490913,41.0,3.1,147.4035519286223,102.0,2.8856530002132432,871.0853439580134,95.0904816645023,56.930570454660945,1,actual_based
17196.906658824482,1100.2914777975143,164.79476830312464,104.0,41.0,7.509185061841636,168.3017549844213,99.98390519182446,25.684542766729734,971.6438227212408,160.57824896743736,68.4104921196146,1,actual_based
16966.46350046733,917.4009927812018,149.7868103285821,100.60922017624908,41.0,3.1,311.3508456297792,94.28782411638,33.53114739325554,1026.67,175.2108852594949,71.0,1,actual_based
15282.27498960172,995.5213124977156,216.73371770829982,102.25751875219694,41.0,8.588650787148175,319.4157245950532,102.0,28.175526706920532,990.1243877192632,133.70981040910252,71.0,1,actual_based
18844.762255295656,1263.3231653609291,178.46742541369545,104.0,41.0,4.141881005420129,355.6040839526629,97.06054553829792,31.841622285032393,981.7743103909936,115.7833955468945,71.0,1,actual_based
18002.459006563433,1012.9274525356674,226.74823333591274,84.06330251328764,41.0,3.3231890872751477,429.45593837342983,96.74394240210717,29.08604173582741,964.2574785683722,178.54011182908198,71.0,1,actual_based
16280.198404122448,1791.7489593292898,170.51841545554203,104.0,41.0,3.5476212683664885,201.95159391634684,95.03643952721967,26.681446373577167,1003.273352099352,172.6134784347425,71.0,1,actual_based
15364.824412194761,1747.5417713534648,205.93126915956336,88.92919822972077,41.0,3.1,284.1958605546959,91.41001859235944,31.61476876533572,999.2669582380778,178.63742806633854,71.0,1,actual_based
15336.42722445999,921.3472113473483,166.42100456974254,99.95125343893368,41.0,9.490166365721917,219.20106776819367,96.84152402442628,30.411439154128775,1013.9470197024997,152.03076362329193,71.0,1,actual_based
15444.789929224606,1887.6252621136832,238.0,104.0,41.0,3.2706295955193845,583.9431269473622,99.08033409874452,26.00731767008673,929.0731016256965,161.54702630234587,71.0,1,actual_based
15894.38335407781,1842.3189538273523,216.9529121995649,104.0,41.0,6.2174023117542845,573.6333226399852,90.66317008258375,30.31258930439212,958.8965771620565,182.0,71.0,1,actual_based
16109.52473192453,1544.159117361844,222.1890838633854,104.0,41.0,10.130401616071907,353.9981006895232,100.44826337073144,31.601234645240197,977.2267016092622,79.94582283630992,71.0,1,actual_based
18730.913933416054,1301.8916435487426,200.65103525874065,104.0,41.0,3.1,453.5936873249785,97.22588904958839,29.087429376415905,1016.9164656357407,156.92687687239092,71.0,1,actual_based
17064.50504565039,3188.8614653866225,207.84047320823836,104.0,41.0,4.747905167134238,520.0502195716857,92.29611854400599,20.6432061960528,977.2842833977786,107.03257327033626,71.0,1,actual_based
17081.230803615173,1605.8878347113596,203.4235259168952,104.0,41.0,10.612980745713823,424.77681870478295,92.51632076325286,29.606475429925613,972.4033891142268,173.8944977346602,71.0,1,actual_based
16402.35023522639,817.4535988014583,168.7624663922324,70.9358789793062,41.0,9.544254240984612,215.3172555096439,97.63347550544034,32.46713552165344,969.1587418307038,112.8023223074499,71.0,1,actual_based
13735.367404645189,3383.897434412577,189.9488699560522,104.0,41.0,3.1,328.90417715100295,97.94464213019025,21.48740251560877,988.2675139265983,130.92704795365918,71.0,1,actual_based
18587.153639624048,1214.8007399886358,215.26867521113581,104.0,41.0,4.213266117237332,431.38476963437006,94.77408903573463,27.631266080345636,952.4687023788222,129.65295576523818,71.0,1,actual_based
17013.669083419427,1237.1238332576904,175.3943599818903,94.83315259442041,41.0,10.8185402903033,209.52845356285997,90.69773339230242,26.32292352029843,975.2116794021676,141.7316846333728,71.0,1,actual_based
16850.138864532593,1242.6963674837268,171.89521483230345,104.0,41.0,6.114482238271305,237.16942770819261,91.31583794262913,26.358160490987437,1026.67,148.70487315265672,71.0,1,actual_based
15080.284791110906,1252.7409957255472,164.4400280735563,96.89249866929488,41.0,4.596843019308524,387.77907061954005,92.56848245906234,28.238447355452614,957.3864529053233,145.0190658033754,71.0,1,actual_based
15158.297731148397,2914.510790623959,186.22164349912947,81.18277471171845,41.0,8.782927743714257,113.86,91.99011223901793,12.37807764154471,919.3582350873097,62.59884969778122,53.125331623278605,1,actual_based
14229.78864192254,1551.5760201239636,142.81533558863148,79.43523675143707,41.0,3.1,113.86,90.91573148171906,17.823853734181426,854.0376658153986,35.0,71.0,1,actual_based
13854.43793695033,1793.1765022033615,158.40664303704528,91.12272094055076,41.0,11.373281958729223,113.86,91.7452735025125,16.170759806949427,865.9331096189936,143.4937658417274,71.0,1,actual_based
13574.184123696017,1757.5423845546845,106.21663770523527,96.69270453535623,41.0,4.2709706628130455,113.86,92.83927204936013,12.714795252816542,800.69,180.60126483009032,52.34724987063741,1,actual_based
15357.880942750791,2569.9691033980416,175.20112977413993,58.72459346624021,41.0,3.878917137561495,113.86,94.28075328390608,13.194093963310847,887.658227620711,99.9030491932443,69.2285070476132,1,actual_based
13821.328989654965,1576.4086685911204,166.73261669608024,98.36471259159599,38.045716084497364,4.643113698693714,113.86,90.21645184182725,19.740402285225606,874.7082129615161,87.08530307363246,71.0,1,actual_based
14161.063475734087,2356.256897212702,127.5915141283402,79.26389876572445,41.0,6.769643279260846,113.86,85.30901027712233,12.970760938547883,886.2898260167916,101.14719212131216,58.95052496107637,1,actual_based
16100.363779642568,3026.2579353216806,183.4312516766269,86.47507731210673,41.0,4.8152822347172215,113.86,89.37557985876589,15.860823783672894,849.9906781708112,67.48152617849487,60.78948135077884,1,actual_based
13553.158684776035,3088.8918007456296,174.42580312412824,102.55775399550429,41.0,3.1,113.86,93.20610344014077,19.52931393737887,851.3118316556761,77.51643003280256,70.95133803853139,1,actual_based
13907.98858400713,1995.1007850590147,160.11790077427946,97.38464600705575,41.0,3.1,113.86,87.10334576171445,17.920672342560373,867.024108022955,106.32226858772991,71.0,1,actual_based
15881.441800834065,1550.839798702801,162.68790897592612,63.23486992974761,41.0,3.93553340762063,113.86,93.77082385718536,20.346490855608238,865.4215259245734,96.93962454804335,62.41268620131861,1,actual_based
13273.808194110157,2117.7062189012995,189.52983390759692,81.87997534150203,41.0,3.1,113.86,99.61607330521247,17.343219802849358,873.0988166776948,97.00978772090747,71.0,1,actual_based
15491.838863697398,1605.6900689643135,150.88828529501953,98.52877501804144,41.0,7.521839476021399,113.86,91.21779450532455,10.49170494710819,831.8645248063278,46.008324412248975,59.94278371639139,1,actual_based
15510.975051656213,3492.810779245679,130.17448112195194,84.9244995505707,41.0,5.897121874987102,113.86,89.60266828752421,16.550007925944367,855.8866085487576,91.83776379546327,65.27234924206681,1,actual_based
15003.81530437663,2213.7543179579247,69.7959940482656,64.09765990610713,41.0,4.359369056673872,113.86,88.67868663619994,22.709780519071003,894.7145567260072,86.48228039851253,62.06225523235595,1,actual_based
16579.861144236987,1559.150973942238,151.9113609639118,86.29652770115561,41.0,3.1,113.86,90.91432708630099,16.58329428279498,858.2602544271747,103.35361861877239,66.39473569187057,1,actual_based
17151.099322834958,3168.101876644457,126.4477421527409,104.0,41.0,3.1,113.86,91.31235184533922,13.947955416363637,880.3465977030901,72.36077377052283,54.13939611493444,1,actual_based
15951.47471257404,2073.292538784714,178.70945646296357,64.7257398451523,41.0,3.1,113.86,88.27549630715264,20.294060802788156,839.5923647736289,49.575804242907786,64.27054660728051,1,actual_based
14343.38679692473,1251.6794091362701,195.95607402575956,104.0,41.0,3.1,113.86,91.90712524809028,17.915468070518205,851.6071231778358,89.08039373199438,57.952210796789764,1,actual_based
16257.101941759322,2474.6094057863247,135.35229147566858,89.04228359117826,41.0,9.481978541044555,113.86,87.11122104207102,15.302452266762156,873.7965913827376,63.826917104994635,67.21880701792243,1,actual_based
14226.745548406605,2587.2498517726926,141.63579824552176,57.68941487036544,40.25942370636793,9.36524767880054,113.86,80.89083577154666,23.150841861450314,861.2996728425791,70.21047553236319,63.194275139140906,1,actual_based
13155.915675306424,1694.3628707587404,155.58974519180896,61.34944723673387,41.0,3.1,113.86,88.28596242084316,16.73927884627394,874.4759199137242,48.14170729498716,67.90259365258652,1,actual_based
14232.010166195534,2200.102878788616,132.1149234114244,88.64978735616866,41.0,3.1,113.86,86.99544318287165,22.539536256184178,919.3756838407695,121.92555395821144,42.71111706094391,0,actual_based
18491.783343505635,1450.2811368540297,163.60748636271,93.16493539404685,41.0,8.248839403654847,113.86,84.04195633258779,25.432405607849255,864.3438695247831,87.39583428303538,66.52230876310016,1,actual_based
17721.332445567168,3433.433963880346,127.92264363353603,99.083765825613,41.0,3.1,113.86,88.401542962738,24.455454203915618,881.1659932879271,121.62154101770884,46.22939971484246,1,actual_based
13326.781703994711,2866.9635745161513,145.70616516052448,51.36494835519438,40.058697096696044,8.174183637146214,113.86,84.87254537731859,23.503100030552034,901.9481707309541,119.81926730162768,58.90846869416241,1,actual_based
15399.378101519544,2124.441101301257,113.89864268502755,95.91216079129285,41.0,3.1,113.86,88.14105163937124,24.140198770616337,900.5792737647864,42.369025486339616,50.55695197180793,1,actual_based
13210.465948181809,1737.297827414793,77.22767830055352,63.50829818807445,38.7223205351263,6.730492945828585,113.86,84.98165232074952,24.380973825941062,843.7272010542953,91.20084257282697,51.63034403401059,1,actual_based
15922.679246871036,1415.2262132198102,187.9282893868849,76.9031200916656,41.0,6.221507267227633,113.86,86.00830925936,28.92916826621856,899.1775728595909,82.55767592386829,57.648108173766104,1,actual_based
16480.10309026896,2943.94849411941,149.18458564518008,79.02899627237181,41.0,3.1,113.86,86.8798021948703,21.495655313124118,840.6607448246968,171.4413258998857,68.76939637846945,1,actual_based
13434.933799557051,2466.9719524010206,165.9372616242737,55.774910273199765,37.0648873006996,7.5364033462367175,113.86,89.75140112846887,20.912394924701914,883.5874775697336,65.39070126672715,50.00020628820847,1,actual_based
17123.404829625746,2562.537904716891,177.21364811377612,63.67355170602262,36.78198026174361,5.850194210590162,113.86,77.55757351371975,21.97516577634985,848.2444189464122,106.19743713075104,62.562271229817846,1,actual_based
16093.056891075921,2764.323775048691,164.37112733904507,75.8756367319279,41.0,3.1,113.86,90.14502104140342,23.216852779421135,882.5604158046757,75.42791711602564,55.56013525429284,1,actual_based
16084.634591878712,1860.1877063022994,139.260185426317,85.93757688997218,41.0,3.1,113.86,87.322859057292,23.484866552684576,870.0853687794603,145.1301654573467,62.67981212331098,1,actual_based
13512.548639953397,3343.6646426730404,94.78723938779297,87.16918605177501,41.0,3.254510422547633,113.86,88.14386215084932,23.614067064390532,900.2245486026617,87.52510883791541,57.65973079300154,1,actual_based
17867.444845886985,3204.5346541504655,146.1910140201936,74.2180846669775,41.0,3.1,113.86,86.55960439691245,22.523917808103484,873.1950674341696,118.06114074068162,66.82550701637031,1,actual_based
13411.905228079213,1707.770109414149,164.3004503083852,98.90417974037295,41.0,3.1103488861777375,113.86,87.46677903553778,18.310391865277555,886.215908368024,61.06772030135489,56.85426370644163,1,actual_based
14065.523520125416,1728.8955935494982,137.7596478999989,80.27915715513453,41.0,3.1,113.86,90.69366561628102,23.899802506910728,864.8358207892168,111.7068811758375,58.249818831596215,1,actual_based
13656.224388411938,2640.3067397522555,156.99721409417995,104.0,41.0,3.1,113.86,90.16762024087024,24.123146623748863,881.4982256455536,99.09673506014599,64.1796437397967,1,actual_based
14344.967022175488,2538.534224403117,115.1404564372641,96.11452280629585,41.0,3.8984438144620515,113.86,85.7775027760969,19.727801449305073,869.6427742152508,89.65721300917349,51.84689539258517,1,actual_based
15402.534736289144,1291.1232983012214,176.42392202629787,82.32838058695567,41.0,14.408105127341825,120.57757108342788,84.71911316180982,23.070564567396982,914.303284777329,104.3941037020839,71.0,0,actual_based
15132.812435165466,1220.752317451017,153.26448810587837,73.23542312717453,41.0,3.1,113.86,85.37104399607746,25.344875271276102,905.9415058291985,130.46004101852424,71.0,1,actual_based
16570.43466066214,3203.228984615997,167.38339767126968,74.27325611368717,41.0,5.2581334648618565,113.86,85.60436405318146,20.82653168704476,950.2995031033718,126.81139639311071,65.9543964962172,1,actual_based
14235.516170050732,1338.8097931782968,130.18932588885838,78.44874701662654,41.0,9.317297750158003,113.86,86.89143514953331,23.951834680193556,910.1137349022687,182.0,70.50747982615016,1,actual_based
14288.414442556068,1270.500755073354,163.75638906231967,101.20232888776866,41.0,8.531516337314486,113.86,89.69283216408022,16.616518338496082,892.443607095147,125.45543139720931,53.25913106595047,1,actual_based
15433.344707123513,2868.092618954814,117.91939674998792,80.45197688120825,41.0,5.5170984177067375,169.07965166247425,83.31457941581358,17.295197761893284,955.0434275632534,127.12075324221304,66.05950510152678,1,actual_based
14236.155372015884,2332.23906983048,154.97837732316648,85.44548487422777,41.0,3.1,137.23076692971205,85.94316915675458,21.20487651647442,913.0950031901486,114.20984073185502,64.19135285929693,1,actual_based
16867.365628433003,1947.9371477167983,120.0028121685234,87.17453468946081,41.0,5.816695568984809,166.79771683220284,90.42187937443325,20.95767002658664,873.8558485225075,103.07220132661858,71.0,1,actual_based
17220.852244845984,2291.651014224572,198.94705409148935,93.4751831842237,41.0,3.5867661522562067,122.72026644882925,89.56199326160262,17.484837526646345,926.1769752496259,116.73181891430737,69.61164263329856,1,actual_based
14580.780524883752,3347.912540314181,143.53335263290904,86.80596612793587,41.0,6.61013956728534,113.86,87.60725208169075,18.347155656603718,879.1261283866967,99.98792815973466,71.0,1,actual_based
17849.56023053635,2748.8945966473098,179.99473762074376,90.9963892025878,41.0,9.092349381641252,113.86,89.21017007006223,17.38659870788745,881.5383022448538,98.41453965627325,71.0,1,actual_based
17344.52492239359,2621.048652462792,152.90186059287484,91.22791401666603,41.0,6.596913739678982,163.69485421168716,87.90733709328526,17.248520584411892,955.0851816795526,78.16204153113092,71.0,1,actual_based
15835.08130493334,2999.4866133340292,151.90682707181418,94.4148253885736,41.0,3.1,113.86,88.88988495902852,17.685115032749366,930.1285643319504,73.83611788747788,71.0,1,actual_based
15722.445489804248,1476.4808273523995,126.19196577825238,65.65540798211694,41.0,11.010247261958568,145.32643281343664,91.86926958512612,21.70985091602415,898.465001876122,61.58399206719845,71.0,1,actual_based
14898.92890089615,2266.036300741316,203.4130548366172,84.44949010163478,41.0,3.1,113.86,85.89965238038498,20.50908137705606,932.2416216254115,98.64407715653843,58.90747220885956,1,actual_based
17064.928693580467,2959.231501546895,154.22883612992806,95.41615813390594,41.0,7.012293105761919,118.09406769956995,94.98585702526469,15.401612443212963,923.1287849845436,103.75116265518476,64.23838684348362,1,actual_based
16580.753371115967,2603.767701615112,170.0196321612627,75.07568136641426,41.0,4.262927586569958,113.86,86.1476601626227,22.91270219580293,857.1974209728785,95.36637388934689,61.00846327232201,1,actual_based
17814.6343761879,1790.0944025131366,205.3443824416131,87.31460793804989,41.0,5.0547535746064645,134.2194134980194,88.48142862099654,21.653111906727613,881.5692987791545,120.9362666846507,71.0,1,actual_based
17199.306514333603,2145.3654805554206,125.90882302566247,85.47141093279726,41.0,7.788660897038326,148.00100603577712,89.20357664898067,19.148174567352395,917.490927528149,87.47517538848956,71.0,1,actual_based
15933.04231587737,2239.0656610956266,178.63360053247183,77.15096665446193,41.0,6.614151334980704,129.02718114884524,88.7184323851177,18.318655545531428,885.4495590773098,142.86593077238996,71.0,1,actual_based
16475.722770237968,1513.8114308804861,136.5321223631918,57.843497495234686,34.905655721757135,11.905535813848411,113.86,79.94406718371418,22.378480810150563,972.8595873513711,128.2397694517473,60.833679696798995,1,actual_based
13347.119213730466,2016.4915034134558,114.11364116633922,80.6576720037803,41.0,10.80549225935689,113.86,81.69766215148995,16.39755495093571,947.2175343809865,126.41295564788993,59.52238689372639,1,actual_based
15326.02806141859,2880.496173550266,197.06036990798341,82.65576086898253,41.0,4.037230445449186,113.86,81.29959569615968,14.482190229416052,982.3749475194219,116.58751352477917,52.81706477652212,1,actual_based
17635.889097397263,3029.534909816377,124.18134984665082,63.67259767219004,41.0,11.120312718866332,113.86,88.9420284239317,18.243830528301082,934.6364127568398,101.87889123587911,71.0,1,actual_based
13180.80190262381,2830.112804808846,153.08460927031948,64.71124849242136,39.62969501271954,5.182849167235244,113.86,86.08502975627097,16.41759202915843,977.5934011553106,86.7244906524991,58.29143329264945,1,actual_based
17596.959866072088,2386.062683701945,145.26841715407713,83.95198419559205,41.0,9.855889131693836,113.86,91.46722948962037,20.12426736557003,936.7136744836893,83.37894372463825,68.6881285861324,1,actual_based
13867.622574932544,2126.8544111598712,133.87724763181885,69.02954853092952,41.0,8.202143262376024,113.86,86.79878233984448,19.705323018768464,952.3219234985852,105.69977923182383,60.255402568273766,1,actual_based
13874.193136302063,2959.0625420768893,65.57239667670494,87.65353322937474,41.0,4.030746935855623,113.86,92.39463290757305,18.592736766154225,957.4964928901877,116.2876747153195,62.801870418216,1,actual_based
16097.939774489148,1696.8878197720792,113.34527909995096,67.22467120174937,41.0,5.245332980148227,113.86,85.8798079424005,9.335186384421826,972.0824854610039,93.9249612076281,54.36058770972355,1,actual_based
15547.11064074895,1343.2711356991442,91.05605784799347,95.37898954626576,41.0,17.15472827519069,113.86,85.90734914308037,16.76720653110245,949.3017878311513,64.41208559946128,57.149163300949766,1,actual_based
16846.5244682067,2887.313075291225,128.59276858280975,80.44211401105404,41.0,6.433740774680782,113.86,81.48687443747244,16.478676317602176,995.195232711525,96.53454296270856,66.56502635990388,1,actual_based
15271.886672799805,2460.3068246394937,102.88845850642947,80.85807084626721,41.0,4.548378644998007,113.86,82.01768130087342,15.610679456821261,964.2265250711094,35.0,56.590648213783105,1,actual_based
14273.353110230255,2206.4871853274017,104.53402556717955,80.98775166562396,41.0,13.642272020020634,113.86,85.62128158669886,18.854669677716597,993.5581613634588,133.50774468320935,61.92792977913397,1,actual_based
15561.109604063373,2896.0976680594167,128.58874693414737,80.46484094474798,41.0,6.180718736446187,113.86,81.42612958213658,20.398497760512445,966.5671349221718,69.62300897721902,67.85568458115537,1,actual_based
16301.513598506692,1426.3099943408138,124.32260507500632,71.03493350251296,41.0,10.428524403134475,113.86,88.47344452607203,20.040796137886442,953.714758559984,135.46502872017155,49.06612932149496,1,actual_based
13209.756117158182,2419.6949064730643,182.8967748577007,104.0,41.0,10.373716692774437,113.86,86.92506231146395,16.49261253926815,995.6156771806583,72.79817165353666,63.48052033305207,1,actual_based
17715.37918872354,2609.7610397374087,82.94406962760672,75.71525203823441,41.0,8.841882166121938,113.86,81.15610697956943,16.215671236333012,921.5567561237177,96.16382665379416,51.67605374933737,1,actual_based
17209.992764450308,2259.240843730522,167.57988513492487,95.80224402233894,41.0,10.011601619656544,113.86,87.51268811007512,20.7390006608229,944.6588660985082,110.31563853164884,62.260758864120255,1,actual_based
15529.263464759144,1691.0761425145454,152.63413484734977,87.52863758393946,41.0,17.20164034178788,113.86,84.74232025084663,17.716884749893858,985.3172356410998,125.75901618515671,42.137271758013306,1,actual_based
13800.358174772866,2950.5795351992633,132.22204528183704,83.19169084094567,41.0,4.293147590031274,113.86,85.98595648111963,18.23528819705593,987.5057164728809,137.68458227855112,57.64757635431097,1,actual_based
16771.132570660084,4743.27124569889,76.71978201529328,56.38297786078718,29.9790525380908,8.183241766753937,113.86,79.33951180783973,2.46,800.69,68.54778977730574,40.567919275945776,1,actual_based
17478.090732484034,3444.1764429701834,145.93349612558913,67.02972518932178,36.78039790956689,6.656951459916364,113.86,70.0,2.46,801.4298939989062,160.72384369921696,45.49606084492661,0,actual_based
15349.103600641072,4817.461498882694,138.78816586585603,78.51094293916995,41.0,14.463608213461445,113.86,80.65984393826822,3.5839467917091836,805.7732295315735,73.76572692700647,54.7450692688872,1,actual_based
14443.002148398085,3519.0677816085636,124.1123346469781,55.55997204139549,36.333458078813365,12.307032264772289,113.86,73.70461263407938,2.46,800.69,148.61735756556095,38.22860134984696,1,actual_based
14922.381265668197,4057.192763017694,50.70455503074552,54.41702499753627,29.157817176182135,7.888892543016243,113.86,74.08732835648456,2.46,800.69,114.79995041377387,30.93680170707445,1,actual_based
14930.507089231387,4946.76748377133,103.44973450523767,98.0325047236846,29.62816137408018,9.79342337933966,113.86,78.09889184145842,2.46,800.69,98.31192385742163,43.39992265762906,1,actual_based
17756.875430145228,2473.739287971899,76.76546868171505,82.54791239681718,35.98806082988528,6.094498914866513,113.86,77.33432755837805,2.46,800.69,65.97799910953258,49.674629162198585,1,actual_based
14326.830787821926,4718.486949343134,93.46552078049497,75.65111724271912,35.70736613718904,5.475894434032228,113.86,74.08850745604136,2.46,804.2026198679553,39.299852668286306,38.243425577825604,1,actual_based
16093.966595370806,2182.902577501083,111.4625111899061,89.06310913327754,30.328105042849458,5.558401930815917,113.86,75.26199317374623,2.46,800.69,108.33668344805884,35.218086799047924,1,actual_based
15126.584649756176,2529.3639005722707,129.16230254521008,69.23023960204091,40.65688614538702,20.652729400479295,113.86,72.57474052642984,5.244372995975894,800.69,84.47557529549763,48.4463991085424,1,actual_based
18249.87685740331,5309.943514500988,108.25521167472526,69.10843319299492,41.0,17.079449682707864,113.86,72.51294924102491,2.46,800.69,62.0872277844074,41.39286091968347,1,actual_based
15006.818910679873,4751.973697844116,89.44659859744917,68.84129187386766,41.0,6.9265402107437115,113.86,73.05827808603586,2.46,800.69,50.63817145743301,48.4412916336757,1,actual_based
14135.8371061278,4702.043667084967,109.96129526181585,76.87499751962449,32.18824779383251,10.33338828397297,113.86,76.53424650278986,2.46,800.69,120.71210606937895,40.06146781973478,1,actual_based
15018.832295638445,5375.668288652841,55.837730239804635,81.49310575011977,37.617167551792676,15.473687817890701,113.86,78.92841868905214,2.46,800.69,129.7203516557728,52.011268727141875,1,actual_based
18285.896284993767,3108.6658697363437,130.70732378297583,73.47885043918413,38.323726515820766,7.8139704219649815,113.86,75.35316365214273,2.46,800.69,78.92411001215913,50.31427263111909,1,actual_based
18018.017677207674,5088.457289425685,125.34974811838565,75.82528073010255,36.70963598440674,9.819892708684533,113.86,72.7925882548715,2.46,800.69,127.22561623852437,58.301144083500816,1,actual_based
17596.76811184579,3845.898677429367,102.91785997490814,64.9477048757011,38.85233223193847,11.083898155384771,113.86,74.23424417369324,2.46,800.69,103.40741425577485,62.31742704984166,1,actual_based
16471.0622362515,3252.2939286390465,94.84483995629184,91.2554035469252,38.147370561636166,6.6404764139570585,113.86,74.50380294556946,2.46,800.69,75.9110963606091,43.6274238289017,1,actual_based
16356.435836990822,4945.06643579666,147.05405316957933,78.31862662903903,36.073109037589106,11.489738587928851,113.86,78.77117987006727,2.46,800.69,69.09609173592901,56.42278081461574,0,actual_based
15396.380442272051,4929.64393835029,150.2569091477526,90.77340590611347,25.411793012500453,10.50338787847743,113.86,73.79379976645,2.46,800.69,122.71163326118412,35.700112518951784,1,actual_based
16353.66155952917,3286.5485706234085,176.34635439294948,73.71902460899209,41.0,3.1,113.86,92.00238234491793,20.170831761686625,844.6977527015433,35.83948179993928,68.5594394295092,1,actual_based
16699.52060383465,1296.656752894232,145.63150923082185,94.32929046703248,41.0,6.202347415343106,122.87336344681044,89.43739763983538,21.30179282028393,851.4358652139233,111.23842144678939,70.77528229608812,1,actual_based
16518.42988730398,1458.934897947455,131.90409190877827,68.14494950559903,41.0,3.1,113.86,88.41973370203503,20.66598826065288,891.4845146546738,85.48496847765541,48.0643118104078,1,actual_based
17461.51249069826,2564.409611246984,172.1750779218846,77.45230172036071,41.0,3.1,113.86,91.2849388874205,20.337702102940824,897.4783928421873,80.6687828552387,66.74345517762343,1,actual_based
14584.732938955596,2189.9830437382775,229.4500006291999,104.0,41.0,6.743212550406877,113.86,91.92579160488465,18.79546658189666,891.3320793312384,107.93024778574896,71.0,1,actual_based
13521.124014041738,2378.4366883553184,141.0595860823428,48.782421424542015,41.0,3.7733566704249237,113.86,86.956743368496,14.660836718808865,894.5717560895337,145.31889918693278,70.18683589370299,1,actual_based
13700.120487766588,1304.9921146554825,82.91342612947261,82.61002635813,38.65244114953325,5.008133378343075,113.86,89.44693004784871,17.68340984399308,864.0102822242056,64.2306332520696,58.46696703275072,1,actual_based
15563.338629782082,2515.711879749392,154.70432424186743,80.63300152174558,41.0,3.1,113.86,93.25343874921921,15.991769415502345,860.5617476623112,67.64314364043098,62.96912737927895,1,actual_based
